time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-23T20:29:09.380Z,48.481,-121.2741667,6.44,1,ml,6,200,0.1448,0.32,uw,uw61230062,2017-01-23T22:16:58.390Z,"23km E of Rockport, Washington",earthquake,1.47,1.06,0.177,4,reviewed,uw,uw
2017-01-23T20:25:55.780Z,33.656,-116.715,15.51,1.03,ml,35,56,0.03669,0.12,ci,ci37572719,2017-01-23T20:45:21.110Z,"9km S of Idyllwild, CA",earthquake,0.18,0.3,0.1,18,reviewed,ci,ci
2017-01-23T20:21:59.816Z,38.4379,-118.8972,10.4,1,ml,9,173.62,0.35,0.1299,nn,nn00575224,2017-01-23T21:41:07.924Z,"25km WSW of Hawthorne, Nevada",earthquake,,7.2,0.42,3,reviewed,nn,nn
2017-01-23T20:21:09.842Z,59.9083,-152.6529,92,2,ml,,,,0.66,ak,ak15138230,2017-01-23T20:34:50.647Z,"48km WNW of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-01-23T20:06:24.224Z,65.0061,-147.3135,5,1.7,ml,,,,0.53,ak,ak15138225,2017-01-23T20:19:49.771Z,"25km NNE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-23T20:01:49.346Z,64.9721,-148.0659,21.7,1.3,ml,,,,0.49,ak,ak15138223,2017-01-23T20:19:49.991Z,"14km N of Ester, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-23T20:00:07.560Z,36.5913315,-121.1435013,7.98,2.57,md,31,47,0.0791,0.09,nc,nc72755540,2017-01-23T20:55:02.783Z,"24km NE of Soledad, California",earthquake,0.22,0.62,0.1,36,automatic,nc,nc
2017-01-23T19:56:54.600Z,17.1718,-65.7415,26,3.2,Md,8,280.8,0.86238267,0.34,pr,pr17023008,2017-01-23T23:36:09.122Z,"92km S of Emajagua, Puerto Rico",earthquake,1.9,23.9,0,5,reviewed,pr,pr
2017-01-23T19:52:40.820Z,44.611,-110.4001667,3.97,0.3,md,7,195,0.04579,0.02,uu,uu60182547,2017-01-23T21:58:39.190Z,"37km ENE of Old Faithful Geyser, Wyoming",earthquake,2.58,1.18,0.483,3,reviewed,uu,uu
2017-01-23T19:50:52.700Z,17.1537,-65.7419,27,3.3,Md,11,244.8,0.87855235,0.2,pr,pr17023007,2017-01-23T23:10:25.079Z,"94km S of Emajagua, Puerto Rico",earthquake,1.1,14.5,0,3,reviewed,pr,pr
